epoch,Train_loss,Test_loss,Train_f1_score,Test_f1_score
42,0.004014762584120035,0.009655791334807873,0.960378836051527,0.8905116483193233
43,0.004520177375525236,0.012057483196258545,0.9609779597430146,0.8916416443594256
44,0.003144011599943042,0.016732629388570786,0.9613607677848924,0.8937738671153571
45,0.00400671549141407,0.033520206809043884,0.9609263543116567,0.889009622600731
46,0.0034826037008315325,0.007110291626304388,0.9618276536205704,0.8939513592646221
47,0.004857778083533049,0.008973725140094757,0.9619647190460746,0.8971067864173655
48,0.003246322739869356,0.004475387278944254,0.9620730392862659,0.8945641535470439
49,0.004694280680269003,0.042931556701660156,0.9620881375047696,0.8932516309069823
50,0.007746729534119368,0.004236052744090557,0.9616879732658972,0.8930906535909637
51,0.003651486709713936,0.00514646852388978,0.9613759913361218,0.8945579958069215
52,0.005952015053480864,0.0036293952725827694,0.9625657606338923,0.8936052371036013
53,0.0026383313816040754,0.011297401040792465,0.9626393508370479,0.8947726222262207
54,0.0034578852355480194,0.005264083854854107,0.9628034443844039,0.8956859553433804
55,0.005902459379285574,0.0070830159820616245,0.961447854859629,0.8948009320109235
56,0.003146183444187045,0.004816780332475901,0.9618811034681061,0.8949322304979891
57,0.0032955051865428686,0.00980754941701889,0.9624062930859993,0.8959618108324698
58,0.002671334892511368,0.011261804029345512,0.9630644609341849,0.8997537732856319
59,0.0028957228641957045,0.002783708507195115,0.9636702801183276,0.8964311296512526
60,0.0033389516174793243,0.005967806093394756,0.9633534549555678,0.8964177406066455
61,0.004345366265624762,0.00541536882519722,0.9638514273277193,0.8960713181157608
62,0.002803922863677144,0.0036572935059666634,0.9638633247502978,0.8968879521379569
63,0.002235692460089922,0.029520127922296524,0.9642596018671727,0.890912985425198
64,0.0051080030389130116,0.010474286042153835,0.9645041297836449,0.8971994878697894
65,0.0026755465660244226,0.04483039677143097,0.9640415018514732,0.8934554143099359
66,0.0037481391336768866,0.00405134679749608,0.9637003194363651,0.8972688830981004
67,0.0033243000507354736,0.005587866995483637,0.9634108085907932,0.896391794532249
68,0.004499961622059345,0.01589655503630638,0.9640223797585828,0.8932988107784113
69,0.005112915765494108,0.004633661359548569,0.9641800535035787,0.896411707548346
70,0.002160978503525257,0.011460641399025917,0.9647472767840969,0.8959761929682429
71,0.004273803438991308,0.006322194822132587,0.9651069343948872,0.8968816638856734
72,0.005996012128889561,0.00441275117918849,0.9648401510887339,0.8961473736396894
73,0.003075010608881712,0.005895978771150112,0.9652497272774379,0.8974938236952602
74,0.0024240072816610336,0.01667400635778904,0.9651406942368128,0.8968412578434518
75,0.0036174908746033907,0.006582930684089661,0.965044482072966,0.8953844850452071
76,0.002854384249076247,0.09826435148715973,0.9651373591145245,0.8896879195884279
77,0.005080604460090399,0.004825792275369167,0.9651405092439929,0.899228587471791
78,0.003367367899045348,0.00374006200581789,0.9644462739388695,0.898583926909435
79,0.0032232538796961308,0.006931653246283531,0.9648297038290472,0.8987544871359915
80,0.0036307591944932938,0.044712670147418976,0.9654517898202379,0.8919994274193904
81,0.002783119212836027,0.05016591399908066,0.9653685696436002,0.8914622512817018
82,0.003015384776517749,0.005503823980689049,0.9653598482031972,0.8964085690885796
83,0.0034623146057128906,0.0042861211113631725,0.9647879073057567,0.8965744716527327
84,0.004383928142488003,0.05979277938604355,0.9654011335694714,0.8944039867450128
85,0.004507626872509718,0.05054580047726631,0.9656274041896735,0.8878628108386248
86,0.0037139274645596743,0.004620543215423822,0.965240520412984,0.8961398448673712
87,0.0020797252655029297,0.009711750783026218,0.9659189650576183,0.8958571694615906
88,0.0034030345268547535,0.02412096969783306,0.9656485619357128,0.8962724951577806
89,0.002170286839827895,0.012858370319008827,0.9662999023335197,0.8954615833797478
90,0.002596725942566991,0.007614603266119957,0.9658131395124107,0.8975379309712376
91,0.004806799348443747,0.004886408802121878,0.9665300017267662,0.8986339852667083
92,0.00433047441765666,0.004973652772605419,0.9664124043998925,0.8973046032145365
93,0.0032703836914151907,0.005590643733739853,0.9666526935805074,0.897670529945446
94,0.004194022621959448,0.004906786140054464,0.966679258626542,0.8995144732085907
95,0.0027344829868525267,0.005826122127473354,0.9667690528920446,0.8978648342117037
96,0.0020568114705383778,0.015511508099734783,0.9663471961924475,0.8919801688666488
97,0.003061941359192133,0.0043743690475821495,0.9663285446345226,0.8960528040245869
98,0.0021710789296776056,0.0185188427567482,0.9666077518015486,0.8960936442932907
99,0.005165940150618553,0.0042835259810090065,0.9663235209896752,0.8988848416881239
100,0.0024708572309464216,0.005740861874073744,0.9661776191854566,0.8983327683108775
